Title,Application_date,Place_of_work,Company,Url,Description,Date_of_announcement,Region,Site
ASFLATER - RAVNAČ - M/Ž,03. 02. 2021,KRANJ,"GARNOL, INŽENIRING, GRADNJE IN KADRI, D.O.O.",https://www.iskanjedela.si/search-jobs?jobId=2636529&STATE=Gorenjska,"IZVAJA VSA DELA, KI SO POTREBNA ZA ASFALTIRANJE NA GRADBIŠČU, IZVAJA NALOGE GRADBENEGA DELAVCA IN IZVAJA VSA GRADBENA DELA NA GRADBIŠČU, PRIPRAVLJA MATERIAL IN PRIPOMOČKE, IZVAJA DRUGA FIZIČNA DELA, TER IZVAJA DELA SKLADNO Z NAVODILI, SPREJETIMI S...",26.01.2021,Gorenjska,iskanjedela.si
DELAVEC PO NORMI - M/Ž,03. 02. 2021,JESENICE,"SUMIDA SLOVENIJA, podjetje za proizvodnjo električne in elektronske opreme za motorna vozila, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2636529&STATE=Gorenjska,"-IZVAJANJE DEL NA VSEH STROJNIH SKUPINAH V SKLADU S PREDPISANIMI NAVODILI IN POSTOPKI IN V SKLADU Z ZAHTEVAMI KAKOVOSTI, -SKRB ZA RED IN ČISTOČO DELOVNEGA MESTA IN OKOLICE, -SPROTNO VODENJE ZAHTEVANE EVIDENCE, -DRUGE NALOGE IN OPRAVILA PO NALOGU N...",26.01.2021,Gorenjska,iskanjedela.si
POMOČ V PROIZVODNJI PRI OBDELAVI KOVIN. - M/Ž,25. 02. 2021,KRANJ,"PETAL PEČNIK, proizvodnja in prodaja kovinskih izdelkov, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2648094&STATE=Gorenjska,"PRIPRAVA IZDELKOV NA BARVANJE KAR ZAJEMA BRUŠENJE, ZAŠČITO NAVOJEV IN RAZIGLAVANJE KOSOV. ",26.01.2021,Gorenjska,iskanjedela.si
GRADBENI DELAVEC ZA NIZKE GRADNJE - M/Ž,25. 02. 2021,KRANJ,"DOSANIL, gradbene storitve d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2648397&STATE=Gorenjska,GRADBENA DELA-NIZKE GRADNJE ,26.01.2021,Gorenjska,iskanjedela.si
ZDRAVSTVENI ADMINISTRATOR V (III) SPECIALISTIČNE AMBULANTE - M/Ž,03. 02. 2021,JESENICE,SPLOŠNA BOLNIŠNICA JESENICE,https://www.iskanjedela.si/search-jobs?jobId=2648334&STATE=Gorenjska,DELOVNE NALOGE SO SPREJEM TER VPIS PACIENTOV PODAJANJE SPLOŠNIH INFORMACIJ IN USMERJANJE PACIENTOV UREJANJE DOKUMENTACIJE ZA PACIENTE OBRAČUN STORITEV PISANJE IZVIDOV TER IZVAJANJE OSTALIH ADMINISTRATIVNIH DEL. ,26.01.2021,Gorenjska,iskanjedela.si
DELAVEC V PROIZVODNJI VV - M/Ž,05. 02. 2021,JESENICE,SIJ ACRONI podjetje za proizvodnjo jekla in jeklenih izdelkov d.o.o.,https://www.iskanjedela.si/search-jobs?jobId=2640997&STATE=Gorenjska,"POSLUŽEVANJE ŽERJAVA ZA OPRAVLJANJE RAZNIH NALOG, UPRAVLJANJE HLADNEGA NAVIJALCA Z VSEMI PRIPADAJOČIMI AKTIVNOSTMI, KI SO POTREBNI ZA NEMOTENO DELO SKLADNO Z NAVODILI ZA DELO, OPRAVLJANJE DEL V ZVEZI Z ODPREMO PLOŠČ Z VSEMI PRIPADAJOČIMI AKTIVNOST...",26.01.2021,Gorenjska,iskanjedela.si
NATAKAR - M/Ž,15. 02. 2021,ŠKOFJA LOKA,"PETERNEL IN PETERNEL, GOSTINSTVO IN STORITVE, D.O.O.",https://www.iskanjedela.si/search-jobs?jobId=2648376&STATE=Gorenjska,STREŽBA HRANE IN PIJAČE ,26.01.2021,Gorenjska,iskanjedela.si
KUHAR - M/Ž,15. 02. 2021,ŠKOFJA LOKA,"PETERNEL IN PETERNEL, GOSTINSTVO IN STORITVE, D.O.O.",https://www.iskanjedela.si/search-jobs?jobId=2648391&STATE=Gorenjska,SAMOSTOJNA PRIPRAVA HRANE ,26.01.2021,Gorenjska,iskanjedela.si
ADMINISTRATOR SPLETNE TRGOVINE - M/Ž,16. 02. 2021,RADOVLJICA,LONTECH ogrevalna tehnika d.o.o.,https://www.iskanjedela.si/search-jobs?jobId=2648121&STATE=Gorenjska,UREJENE SPLETNE TRGOVINE WWW.LONTECH.SI IN OBDELAVA NAROČIL. ,26.01.2021,Gorenjska,iskanjedela.si
VOZNIK - M/Ž,03. 02. 2021,KRANJ,JAVNI PREVOZ STVARI S TOVORNIM MOTORNIM VOZILOM ILIĆ BRANE S.P.,https://www.iskanjedela.si/search-jobs?jobId=2648400&STATE=Gorenjska,NAKLADANJE IN RAZVOZ PEKOVSKIH IZDELKOV ,26.01.2021,Gorenjska,iskanjedela.si
SOBAR - M/Ž,25. 02. 2021,JESENICE,PENZION ROBIČ gostinstvo in turizem d.o.o.,https://www.iskanjedela.si/search-jobs?jobId=2648271&STATE=Gorenjska,ČIŠČENJE IN POSPRAVLJANJE APARTMAJEV IN OSTALIH PROSTOROV ,26.01.2021,Gorenjska,iskanjedela.si
MEDICINSKA SESTRA VODJA TIMA (DIPLOMIRANI ZDRAVSTVENIK) - M/Ž,05. 02. 2021,KRANJ,DOM STAREJŠIH OBČANOV PREDDVOR,https://www.iskanjedela.si/search-jobs?jobId=2648114&STATE=Gorenjska,"-SODELOVANJE PRI PLANIRANJU, ORGANIZIRANJU IN IZVAJANJU ZDRAVSTVENE NEGE IN OSKRBE V ORGANIZACIJSKI ENOTI Z UPOŠTEVANJEM VELJAVNIH STROKOVNIH NAČEL, SMERNIC IN STANDARDOV -NAČRTOVANJE, ORGANIZIRANJE, VODENJE, SPREMLJANJE, NADZOR IN IZVAJANJE DELA ...",26.01.2021,Gorenjska,iskanjedela.si
STREŽNICA II (I) - M/Ž,15. 02. 2021,ŠKOFJA LOKA,"CENTER SLEPIH, SLABOVIDNIH IN STAREJŠIH ŠKOFJA LOKA",https://www.iskanjedela.si/search-jobs?jobId=2648347&STATE=Gorenjska,"REDNO ČISTI IN VZDRŽUJE PROSTORE, PREZRAČUJE PROSTORE, PRESTILJA POSTELJE, SKRBI ZA PRANJE POSTELJNEGA IN OSEBNEGA PERILA STANOVALCEV IN NJEGOVO OZNAČITEV, OPRAVLJA DELA V ČAJNI KUHINJI ODDELKA, PO POTREBI POMAGA STANOVALCU PRI MANJŠIH OSEBNIH OPR...",26.01.2021,Gorenjska,iskanjedela.si
VZDRŽEVALEC - M/Ž,03. 02. 2021,RADOVLJICA,EPIDOS turizem d.o.o.,https://www.iskanjedela.si/search-jobs?jobId=2648332&STATE=Gorenjska,"VZDRŽEVANJE CELOTNEGA OBJEKTA IN NJEGOVE OKOLICE, STROJNO-VZDRŽEVALNA DELA, ELEKTRO-VZDRŽEVALNA DELA, MIZARSKA-VZDRŽEVALNA DELA, PLESKARSKA-VZDRŽEVALNA DELA, VRTNARSKA DELA, PRIPRAVA IN VZDRŽEVANJE KOLES,... ",26.01.2021,Gorenjska,iskanjedela.si
SREDNJA MEDICINSKA SESTRA I - M/Ž,03. 02. 2021,ŠKOFJA LOKA,"CENTER SLEPIH, SLABOVIDNIH IN STAREJŠIH ŠKOFJA LOKA",https://www.iskanjedela.si/search-jobs?jobId=2648349&STATE=Gorenjska,"IZVAJANJE ZAHTEVNE ZDRAVSTVENE NEGE, NUDENJE MEDICINSKE POMOČI, PRIPRAVA IN DELITEV TERAPIJ, UREJANJE PRIPOMOČKOV, VODENJE DOKUMENTACIJE, IZVAJANJE IN SODELOVANJE PRI ZAGOTAVLJANJU VSEH OSNOVNIH ŽIVLJENJSKIH AKTIVNOST STANOVALCEV. ",26.01.2021,Gorenjska,iskanjedela.si
REZKALEC - M/Ž,03. 02. 2021,KRANJ,LASER ČEPIN d.o.o. KOVINSKI IZDELKI,https://www.iskanjedela.si/search-jobs?jobId=2648175&STATE=Gorenjska,"IZVAJANJE DEL PO TEHNOLOŠKEM POSTOPKU, OPERATIVNO DELO NA CNC STROJIH, DODELAVA IZDELKOV, DRUGA DELA PO NAVODILIH NADREJENEGA. ",26.01.2021,Gorenjska,iskanjedela.si
POMOČNIK PRI VZDRŽEVANJU STROJEV IN NAPRAV - M/Ž,05. 02. 2021,TRŽIČ,"3ller Vzdrževanje strojev in naprav ter druge storitve, Gregor Triller s.p.",https://www.iskanjedela.si/search-jobs?jobId=2648024&STATE=Gorenjska,POMOČ PRI VZDRŽEVANJU INTERNIM VZDRŽEVALCEM V VEČJEM PODJETJU. ,26.01.2021,Gorenjska,iskanjedela.si
INFORMATIK - ORGANIZATOR (SISTEMSKI ADMINISTRATOR) - M/Ž,09. 02. 2021,ŠKOFJA LOKA,"ALPINA, tovarna obutve, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2648264&STATE=Gorenjska,"-ANALIZIRANJE ZAHTEV, NAČRTOVANJE IN IMPLEMENTACIJA NOVIH REŠITEV, - TESTIRANJE, SPREMLJANJE DELOVANJA IN VZDRŽEVANJE IKT OPREME, - PRIPRAVLJANJE ZAHTEVNIH POROČIL IN SPECIFIKACIJ, - NUDENJE POMOČI UPORABNIKOM, -SODELOVANJE Z ZUNANJIMI IZVAJALCI, ...",26.01.2021,Gorenjska,iskanjedela.si
ČISTILEC PROSTOROV - M/Ž,03. 02. 2021,JESENICE,PLASTKOM predelava industrijskih surovin d.o.o.,https://www.iskanjedela.si/search-jobs?jobId=2648129&STATE=Gorenjska,ČIŠČENJE PROSTOROV PODJETJA ,26.01.2021,Gorenjska,iskanjedela.si
KLJUČAVNIČAR - M/Ž,02. 02. 2021,KRANJ,LASER ČEPIN d.o.o. KOVINSKI IZDELKI,https://www.iskanjedela.si/search-jobs?jobId=2648174&STATE=Gorenjska,"FINA OBDELAVA KOVINE, DELO NA VRTALNIH STROJIH, DELO NA RAZREZU PLOČEVINE, PESKANJE, TOČKOVNO VARJENJE, PREBIJANJE, IZVAJANJE DEL PO TEHNOLOŠKEM POSTOPKU, DRUGA DELA PO NAVODILIH NADREJENEGA. ",26.01.2021,Gorenjska,iskanjedela.si
"DIPLOMIRANA MEDICINSKA SESTRA V INTENZIVNI TERAPIJI I, II - M/Ž",05. 02. 2021,JESENICE,SPLOŠNA BOLNIŠNICA JESENICE,https://www.iskanjedela.si/search-jobs?jobId=2648225&STATE=Gorenjska,"-DOKUMENTIRANJE, NAČRTOVANJE, IZVAJANJE IN VREDNOTENJE PROCESA ZDRAVSTVENE NEGE ŽIVLJENJSKO OGROŽENIH PACIENTOV ZAHTEVNOSTI III IN IV KATEGORIJE, V ENOTAH OPREMLJENIH ZA OPAZOVANJE, MERJENJE, NADZOROVANJE IN VZDRŽEVANJE ŽIVLJENJSKIH FUNKCIJ, KJER ...",26.01.2021,Gorenjska,iskanjedela.si
ŽIVILSKI DELAVEC - TEHTANJE IN DEKLARIRANJE - M/Ž,10. 02. 2021,ŠKOFJA LOKA,NIMROD PODJETJE ZA TRGOVINO IN STORITVE D.O.O.,https://www.iskanjedela.si/search-jobs?jobId=2648098&STATE=Gorenjska,"BOLJ ZAHTEVNA DELA PRI EMBALIRANJU IN PAKIRANJU MESA , TEHTANJE, ETIKETIRANJE TER KNJIŽENJE MATERIALNIH DOKUMENTOV ",26.01.2021,Gorenjska,iskanjedela.si
UČITELJ ZGODOVINE - M/Ž,05. 02. 2021,KRANJ,OSNOVNA ŠOLA JAKOBA ALJAŽA KRANJ,https://www.iskanjedela.si/search-jobs?jobId=2648140&STATE=Gorenjska,POUČEVANJE ZGODOVINE IN VZGOJA OTROK ,26.01.2021,Gorenjska,iskanjedela.si
VODJA KUHINJE - M/Ž,03. 02. 2021,KRANJ,"GOSTINSKO PODJETJE KRANJ, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2648147&STATE=Gorenjska,"NAROČANJE HRANE, PRIPRAVA JEDILNIKA, VODENJE KUHINJE, ZALOG ",26.01.2021,Gorenjska,iskanjedela.si
AVTOELEKTRIČAR - M/Ž,25. 02. 2021,KRANJ,"CREINA, PROIZVODNJA IN TRGOVINA KMETIJSKIH IN INDUSTRIJSKIH STROJEV IN NAPRAV, D.D., KRANJ",https://www.iskanjedela.si/search-jobs?jobId=2648004&STATE=Gorenjska,"NA PODROČJU KOMUNALNE OPREME ZAPOSLIMO AVTOELEKTRIČARJA, ZA IZVAJANJE OSNOVNIH IN ZAHTEVNEJŠIH AVTOELEKTRIČARSKIH DEL PRI MONTAŽI IN VZDRŽEVANJU ELEKTRO OPREME KOMUNALNIH VOZIL ( STANDARDNA MONTAŽNA DELA, SERVISNO VZDRŽEVALNA IN OBNOVITVENA DELA)....",26.01.2021,Gorenjska,iskanjedela.si
ZIDAR - M/Ž,05. 02. 2021,KRANJ,"G&H, gradbene storitve d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2648037&STATE=Gorenjska,"GRADNJA TEMELJEV, ZIDOVE, STEBRE, STROPE. POLAGANJE TLAKE IN IZDELAVA JAŠKA. ",26.01.2021,Gorenjska,iskanjedela.si
DELAVEC NA ŽAGI - M/Ž,30. 01. 2021,ŠKOFJA LOKA,"BOSCH REXROTH, proizvodnja elektromotorjev d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2648090&STATE=Gorenjska,"RAZREZ MATERIALA, POTRJEVANJE NALOGOV, SAMOOSKRBA Z MATERIALOM , OPRAVLJANJE INTERNEGA TRANSPORTA , PREVENTIVNO VZDRŽEVANJE DELOVNIH SREDSTEV, UREJANJE DELOVNEGA OKOLJA ",26.01.2021,Gorenjska,iskanjedela.si
SREDNJA MEDICINSKA SESTRA I - M/Ž,10. 02. 2021,KRANJ,DOM STAREJŠIH OBČANOV PREDDVOR,https://www.iskanjedela.si/search-jobs?jobId=2623511&STATE=Gorenjska,"IZVAJANJE ZDRAVSTVENE NEGE STANOVALCEV, NUDENJE MEDICINSKE POMOČI, PRIPRAVA IN DELITEV PREDPISANE TERAPIJE IN UREJANJE PRIPOMOČKOV, IZVAJANJE MEDICINSKO-TEHNIČNIH POSEGOV, OPAZOVANJE STANJA STANOVALCEV IN POROČANJE, VODENJE DOKUMENTACIJE IN EVIDEN...",26.01.2021,Gorenjska,iskanjedela.si
POMOŽNI DELAVEC V PROIZVODNJI IN PREDELAVI MESA - M/Ž,31. 01. 2021,ŠKOFJA LOKA,"MESARSTVO OBLAK, PROIZVODNJA, TRGOVINA IN STORITVE, D.O.O.",https://www.iskanjedela.si/search-jobs?jobId=2648097&STATE=Gorenjska,"POMOČ V PROIZVODNJI, SKRB ZA ČISTO OKOLJE PO SISTEMU HACCAP, PAKIRANJE MESA IN MESNIH IZDELKOV, VAKUMIRANJE, RAZKOŠČIŠEVANJE, ČIŠČENJE IN KALIBRIRANJE ČREVESJA. DELO V PROIZVODNJI PRI NIZKIH TEMPERATURAH ( OD 0-4 °C). ",26.01.2021,Gorenjska,iskanjedela.si
OSKRBOVALEC (OSEBNI ASISTENT) - M/Ž,29. 01. 2021,LJUBLJANA,DRUŠTVO DISTROFIKOV SLOVENIJE,https://www.iskanjedela.si/search-jobs?jobId=2648052&STATE=Gorenjska,"POMOČ INVALIDOM PRI NASLEDNJIH OPRAVILIH: OSEBNA NEGA, GOSPODINJSKA POMOČ, SPREMSTVO PRI DNEVNIH AKTIVNOSTIH. ",26.01.2021,Gorenjska,iskanjedela.si
VARILEC - M/Ž,25. 02. 2021,KRANJ,"CREINA, PROIZVODNJA IN TRGOVINA KMETIJSKIH IN INDUSTRIJSKIH STROJEV IN NAPRAV, D.D., KRANJ",https://www.iskanjedela.si/search-jobs?jobId=2648006&STATE=Gorenjska,"ZAPOSLIMO VARILCA, V PROIZVODNJI KMETIJSKE MEHANIZACIJE IN KAMINSKIH PEČI. PRIČAKOVANO JE RAZUMEVANJE TEHNIČNE DOKUMANTACIJE. ",26.01.2021,Gorenjska,iskanjedela.si
KLJUČAVNIČAR - MEHATRONIK - M/Ž,25. 02. 2021,KRANJ,"CREINA, PROIZVODNJA IN TRGOVINA KMETIJSKIH IN INDUSTRIJSKIH STROJEV IN NAPRAV, D.D., KRANJ",https://www.iskanjedela.si/search-jobs?jobId=2647995&STATE=Gorenjska,"NA PODROČJU KOMUNALNE OPREME ZAPOSLIMO KLJUČAVNIČARJA - MEHATRONIKA ZA IZVAJANJE OSNOVNIH IN ZAHTEVNEJŠIH DEL PRI MONTAŽI IN VZDRŽEVANJU OPREME KOMUNALNIH VOZIL ( STANDARDNA MONTAŽNA DELA, SERVISNO VZDRŽEVALNA IN OBNOVITVENA DELA). KANDIDAT SODELU...",26.01.2021,Gorenjska,iskanjedela.si
PRODAJALEC - M/Ž,10. 02. 2021,LJUBLJANA,"N&J, trgovina in storitve d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2647966&STATE=Gorenjska,PRODAJA BLAGA V TRGOVINI ZA MALE ŽIVALI ,26.01.2021,Gorenjska,iskanjedela.si
VZGOJITELJ PREDŠOLSKIH OTROK - POMOČNIK VZGOJITELJA - M/Ž,29. 01. 2021,KRANJ,KRANJSKI VRTCI,https://www.iskanjedela.si/search-jobs?jobId=2647989&STATE=Gorenjska,"POMOČ VZGOJITELJU PRI PRIPRAVI, NAČRTOVANJU IN EVALVACIJI VZGOJNEGA DELA, POMOČ VZGOJITELJU PRI ORGANIZIRANJU AKTIVNOSTI V ODDELKU, SPREMLJANJU RAZVOJA IN NAPREDKA OTROK, SODELOVANJE S STARŠI IN DRUGIMI STROKOVNIMI DELAVCI. ",26.01.2021,Gorenjska,iskanjedela.si
VOZNIK - M/Ž,11. 02. 2021,KRANJ,"ELEKTRO GORENJSKA, PODJETJE ZA DISTRIBUCIJO ELEKTRIČNE ENERGIJE, D.D.",https://www.iskanjedela.si/search-jobs?jobId=2647763&STATE=Gorenjska,"VOŽNJA VOZIL; UPRAVLJANJE Z AVTODVIGALI, HIDRAVLIČNIMI KOŠARAMI IN DRUGO MEHANIZACIJO; PRANJE, ČIŠČENJE IN OPRAVLJANJE VZDRŽEVALNIH DEL IN POPRAVIL VOZNEGA PARKA; OPRAVLJANJE OPERATIVNIH NALOG V ZVEZI S TEHNIČNIMI PREGLEDI IN REGISTRACIJAMI; UREJA...",25.01.2021,Gorenjska,iskanjedela.si
POMOŽNI DELAVEC V PDP - M/Ž,08. 02. 2021,JESENICE,SIJ ACRONI podjetje za proizvodnjo jekla in jeklenih izdelkov d.o.o.,https://www.iskanjedela.si/search-jobs?jobId=2642769&STATE=Gorenjska,"OPRAVLJANJE DEL NA TEHTNICI , OPRAVLJANJE DEL NA RAZREZ, OPRAVLJANJE MEDAGREGATNEGA TRANSPORTA, POSLUŽEVANJE AGREGATA, UPRAVLJANJE DVIGALA S TAL, DELO Z OPTIČNIMI ČITALNIKI, OPRAVLJANJE DRUGIH Z IZVAJANJEM IN V OKVIRU GLAVNIH NALOG POVEZANIH NALOG...",25.01.2021,Gorenjska,iskanjedela.si
MEHANIK- VZDRŽEVALEC KMETIJSKE MEHANIZACIJE - M/Ž,02. 02. 2021,RADOVLJICA,"SAVA, KMETIJSKO GOZDARSKA ZADRUGA Z O.O. LESCE",https://www.iskanjedela.si/search-jobs?jobId=2647762&STATE=Gorenjska,"POSTAVLJANJE DIAGNOZE, NASTAVITVE, VZDRŽEVANJE IN POPRAVILA NA POGONSKIH IN DELOVNIH STROJIH V V KMETIJSTVU; VSA OSTALA DELA IN NALOGE PO NALOGU NADREJENIH ",25.01.2021,Gorenjska,iskanjedela.si
FARMACEVTSKI TEHNIK PRIPRAVNIK - M/Ž,09. 02. 2021,KRANJ,"LEKARNA PRI KRANJSKEM ORLU, JANEZ ERČULJ mag. farm.",https://www.iskanjedela.si/search-jobs?jobId=2647797&STATE=Gorenjska,DELOKROG FARMACEVTSKEGA TEHNIK V LEKARNI Z NAMENOM OPRAVLJANJA STROKOVNEGA IZPITA IZ LEKARNIŠTVA. ,25.01.2021,Gorenjska,iskanjedela.si
GRADBENI DELAVEC - STROJNIK - M/Ž,04. 02. 2021,KRANJ,GRAGOR NIZKE GRADNJE TOMAŽ ROGELJ S.P.,https://www.iskanjedela.si/search-jobs?jobId=2647661&STATE=Gorenjska,"GRADBENA DELA S STROJI (BAGROM), IZKOPI, NAKLADANJE, RAVNANJE, IPD ",25.01.2021,Gorenjska,iskanjedela.si
SAMOSTOJNI MIZAR - M/Ž,02. 02. 2021,LJUBLJANA,"ADECCO H.R., kadrovsko svetovanje, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2647588&STATE=Gorenjska,"NUDIMO: - DELO V STABILNEM IN INOVATIVNEM OKOLJU, - ENOIZMENSKI DELOVNIK (7.00-15.00), - MOŽNOST KARIERNEGA RAZVOJA IN IZOBRAŽEVANJA. DELOVNE NALOGE: - DELO V LESNI PROIZVODNJI, - IZDELAVA RAZLIČNE NOTRANJE OPREME IN POHIŠTVA (ZA POSLOVNE PROSTORE...",25.01.2021,Gorenjska,iskanjedela.si
SREDNJA MEDICINSKA SESTRA V NEGOVALNI ENOTI - M/Ž,02. 02. 2021,KRANJ,Univerzitetna klinika za pljučne bolezni in alergijo Golnik,https://www.iskanjedela.si/search-jobs?jobId=2647662&STATE=Gorenjska,"IZVAJANJE ZDRAVSTVENE NEGE PACIENTOV I IN II KATEGORIJE ZAHTEVNOSTI ZDRAVSTVENE NEGE V OKVIRU SVOJIH POKLICNIH KOMPETENC, IZVAJANJE MANJ ZAHTEVNIH IN SODELOVANJE PRI IZVAJANJU ZAHTEVNEJŠIH DIAGNOSTIČNO TERAPEVTSKIH POSEGOV IN POSTOPKOV, SPREMLJANJ...",25.01.2021,Gorenjska,iskanjedela.si
DIPLOMIRANA MEDICINSKA SESTRA NEGOVALNI ENOTI - M/Ž,02. 02. 2021,KRANJ,Univerzitetna klinika za pljučne bolezni in alergijo Golnik,https://www.iskanjedela.si/search-jobs?jobId=2647663&STATE=Gorenjska,"NAČRTOVANJE, IZVAJANJE IN VREDNOTENJE PROCESA ZDRAVSTVENE NEGE PACIENTOV I IN II KATEGORIJE ZAHTEVNOSTI ZDRAVSTVENE NEGE TER NAČRTOVANJE IN KOORDINIRANJE PREMESTITVE ALI ODPUSTA PACIENTA, ORGANIZIRANJE, VODENJE IN NADZIRANJE DEJAVNOSTI ZDRAVSTVENE...",25.01.2021,Gorenjska,iskanjedela.si
ČISTILEC - M/Ž,30. 01. 2021,RADOVLJICA,OSNOVNA ŠOLA STANETA ŽAGARJA LIPNICA,https://www.iskanjedela.si/search-jobs?jobId=2647788&STATE=Gorenjska,ČIŠČENJE ŠOLSKIH PROSTOROV IN OKOLICE ,25.01.2021,Gorenjska,iskanjedela.si
PROIZVODNI DELAVEC (M/Ž) - M/Ž,25. 02. 2021,NOVA GORICA,"WORKFORCE d.o.o.; WORKFORCE d.o.o., POSLOVNA ENOTA NOVA GORICA",https://www.iskanjedela.si/search-jobs?jobId=2648310&STATE=Gori%C5%A1ka,"UREJANJE IN NASTAVLJANJE STROJEV OZ. PROIZVODNIH LINIJ, POSLUŽEVANJE STROJEV OZ. LINIJ, SAMOVZDRŽEVANJE STROJEV, IZDELAVA VZORCEV, MENJAVA IZMENLJIVIH ORODIJ, IZVAJANJE AVTOKONTROLE, SORTIRANJE IN PREBIRANJE IZDELKOV IN POLIZDELKOV, OČNA KONTROLA ...",26.01.2021,Goriška,iskanjedela.si
ČISTILEC PROSTOROV I - M/Ž,25. 02. 2021,LJUBLJANA,"ŽELVA PODJETJE ZA USPOSABLJANJE IN ZAPOSLOVANJE INVALIDOV, D.O.O. LJUBLJANA",https://www.iskanjedela.si/search-jobs?jobId=2635174&STATE=Gori%C5%A1ka,"ČIŠČENJE STANOVANJSKIH BLOKOV (PODESTI IN STOPNIŠČA), ČIŠČENJE POSLOVNIH PROSTOROV, DELO NA VEČ LOKACIJAH. ",26.01.2021,Goriška,iskanjedela.si
UPRAVLJALEC CNC STROJEV (M/Ž) - M/Ž,25. 02. 2021,NOVA GORICA,"WORKFORCE d.o.o.; WORKFORCE d.o.o., POSLOVNA ENOTA NOVA GORICA",https://www.iskanjedela.si/search-jobs?jobId=2648308&STATE=Gori%C5%A1ka,"UPRAVLJANJE IN NASTAVLJANJE CNC STROJEV, BRANJE TEHNIČNIH NAČRTOV, SAMOVZDRŽEVANJE STROJEV, NADZIRANJE DELOVANJA DELOVNE OPREME, OSTALE NALOGE PO NAVODILIH NADREJENEGA ",26.01.2021,Goriška,iskanjedela.si
ZOBOZDRAVNIK BREZ SPECIALIZACIJE Z LICENCO PPD 3 - M/Ž,05. 02. 2021,TOLMIN,ZDRAVSTVENI DOM TOLMIN,https://www.iskanjedela.si/search-jobs?jobId=2648288&STATE=Gori%C5%A1ka,"DELO ZOBOZDRAVNIKA BREZ SPECIALIZACIJE Z LICENCO, DOLOČENO V AKTU O SISTEMIZACIJI DELOVNIH MEST ",26.01.2021,Goriška,iskanjedela.si
STROKOVNI SVETOVALEC II - M/Ž,03. 02. 2021,NOVA GORICA,"ZAVOD ZA ZDRAVSTVENO ZAVAROVANJE SLOVENIJE, OBMOČNA ENOTA NOVA GORICA",https://www.iskanjedela.si/search-jobs?jobId=2648287&STATE=Gori%C5%A1ka,IZVAJANJE ZAHTEVNEJŠIH STROKOVNIH NALOG S PODROČJA OBVEZNEGA ZDRAVSTVENEGA ZAVAROVANJA ,26.01.2021,Goriška,iskanjedela.si
GRADBENI DELAVEC - M/Ž,03. 02. 2021,NOVA GORICA,"AMPLUS STORITVE, gradbeništvo, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2648185&STATE=Gori%C5%A1ka,gradbena dela ,26.01.2021,Goriška,iskanjedela.si
PRODAJALEC/PRODAJALKA - M/Ž,10. 02. 2021,TOLMIN,"CANYON 4 PODJETJE ZA GOSTINSTVO, TURIZEM IN TRGOVINO D.O.O.",https://www.iskanjedela.si/search-jobs?jobId=2648243&STATE=Gori%C5%A1ka,"PRODAJA KAJAKAŠKE OPREME, SPREJAMANJE REZERVACIJI ZA ŠPORTNE DEJAVNOSTI, ADMINISTRATIVNA DELA, NABAVA BLAGA, VODENJE EVIDENC NABAVE, INVENTURA, SPREJEMANJE POŠTE, SPREJEM IN IZDAJANJE RAČUNOV, SODELOVANJE Z RAČUNOVODSTVOM, DELO S PROGRAMOM, BLAGAJ...",26.01.2021,Goriška,iskanjedela.si
GRADBENI TEHNIK - M/Ž,03. 02. 2021,NOVA GORICA,"AMPLUS STORITVE, gradbeništvo, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2648188&STATE=Gori%C5%A1ka,vodenje gradbišč ,26.01.2021,Goriška,iskanjedela.si
PRIUČENI TESAR - M/Ž,03. 02. 2021,NOVA GORICA,"AMPLUS STORITVE, gradbeništvo, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2648183&STATE=Gori%C5%A1ka,pomožna tesarska dela ,26.01.2021,Goriška,iskanjedela.si
"SPECIALIST MEDICINE DELA, PROMETA IN ŠPORTA - M/Ž",25. 02. 2021,IDRIJA,ZDRAVSTVENI DOM IDRIJA,https://www.iskanjedela.si/search-jobs?jobId=2640499&STATE=Gori%C5%A1ka,"PLANIRANJE, ORGANIZIRANJE, VODENJE IN NADZOR DELA V ORGANIZACIJSKI ENOTI MEDICINE DELA, PROMETA IN ŠPORTA IZVAJANJE PREVENTIVNIH PREGLEDOV V ZVEZI ZDRAVJEM IN VARNOSTJO PRI DELU, TER IZDELAVA OCENE TVEGANJA IZVAJANJE PREVENTIVNIH ZDRAVSTVENIH PREG...",26.01.2021,Goriška,iskanjedela.si
