Title,Application_date,Place_of_work,Company,Url,Description,Date_of_announcement,Region,Site
Vodovodar - vodoinštalater (m/ž),28.02.2021,Gornja Radgona,"INŠTALATERSTVO, Anton Kaučič, s.p.",https://www.deloglasnik.si/Zaposlitev/280140/Vodovodar-vodoinstalater-mz/,"  Vsa strojna inštalacija, vodovod, centralna napeljava...",19.02.2021,Pomurska,deloglasnik.si
Prevzemnik blaga (m/ž),28.02.2021,Radenci,Spar Slovenija d.o.o.,https://www.deloglasnik.si/Zaposlitev/280013/Prevzemnik-blaga-mz/,  Za delo v novi trgovini Spar Radenci iščemo:   Prevzemnika blaga (m/ž).  Opis del in nalog: - sprejem blaga v skladišče - dostava blaga v skladiščne prostore trgovine - vnos vseh dobavnic v računalnik  - javljanje morebitnih napak pri dobavah in...,17.02.2021,Pomurska,deloglasnik.si
Prodajalec na oddelku kruha in delikatese (m/ž),28.02.2021,Radenci,Spar Slovenija d.o.o.,https://www.deloglasnik.si/Zaposlitev/280012/Prodajalec-na-oddelku-kruha-in-delikatese-mz/,"  Za delo v novi trgovini Spar Radenci iščemo:   Prodajalca na oddelku kruha in delikatese (m/ž).  Vaše naloge bodo: - strežba kupcev za pultom - priprava delikates, kruha in pekovskih izdelkov za prodajo - naročanje blaga - skrb za ustrezen izgle...",17.02.2021,Pomurska,deloglasnik.si
Čistilec / Čistilka / Sobar / Sobarica,17.03.2021,Ljutomer,"SEGRAP RUDARSTVO, PROIZVODNJA IN GRADBENIŠTVO D.O.O.",https://www.deloglasnik.si/Zaposlitev/279848/Cistilec-Cistilka-Sobar-Sobarica/,"  - čiščenje in pospravljanje ter urejanje hotelskih sob, hodnikov, konferenčnih dvoran, poslovnih prostorov, sanitarij in drugih skupnih prostorov,  - čiščenje in vzdrževanje čistoče v garderobah - čiščenje in vzdrževanje čistoče pri tuših - čišč...",15.02.2021,Pomurska,deloglasnik.si
Natakar (m/ž),17.03.2021,Ljutomer,"SEGRAP RUDARSTVO, PROIZVODNJA IN GRADBENIŠTVO D.O.O.",https://www.deloglasnik.si/Zaposlitev/279849/Natakar-mz/,  - pozdravljanje strank ter vročanje jedilnih listov in cenikov pijače - svetovanje pri izbiri pijače - postrežba gostov s hrano in pijačo - obračunavanje storitev in odvajanje plačilnih sredstev  Število delovnih mest: 2,15.02.2021,Pomurska,deloglasnik.si
Kuhar (m/ž),17.03.2021,Ljutomer,"SEGRAP RUDARSTVO, PROIZVODNJA IN GRADBENIŠTVO D.O.O.",https://www.deloglasnik.si/Zaposlitev/279850/Kuhar-mz/,"  - priprava vseh vrst jedi (toplih in hladnih) po predpisanih, normativih - skrb za racionalno zalogo - neoporečnost in skladiščenje živil ter optimalno izbiro živil - pravilno skladiščenje in shranjevanje gotovih jedi/skrb za kvaliteto in videz ...",15.02.2021,Pomurska,deloglasnik.si
Animator (m/ž),17.03.2021,Ljutomer,"SEGRAP RUDARSTVO, PROIZVODNJA IN GRADBENIŠTVO D.O.O.",https://www.deloglasnik.si/Zaposlitev/279851/Animator-mz/,"  - priprava, izvedba dnevne, tedenske,mesečne športne animacije za goste hotela, termalnega parka in goste glampinga - spremstvo na izlete slovenskih in tujih turistov - organiziranje prireditev - skrb za urejenost animacijskega pulta in informac...",15.02.2021,Pomurska,deloglasnik.si
Reševalec iz vode (m/ž),17.03.2021,Ljutomer,"SEGRAP RUDARSTVO, PROIZVODNJA IN GRADBENIŠTVO D.O.O.",https://www.deloglasnik.si/Zaposlitev/279852/Resevalec-iz-vode-mz/,"  - pripravljenost na potrebno reševanje ljudi iz vode - vzdrževanje kopališkega reda - odgovoren odnos do dela in zavedanje odgovornosti, ki jo ima reševalec na delovnem mestu itd.  Število delovnih mest: 2",15.02.2021,Pomurska,deloglasnik.si
Pomočnik kuharja (m/ž),17.03.2021,Ljutomer,"SEGRAP RUDARSTVO, PROIZVODNJA IN GRADBENIŠTVO D.O.O.",https://www.deloglasnik.si/Zaposlitev/279853/Pomocnik-kuharja-mz/,  - pomoč pri enostavnejših kuharskih delih - priprava živil za vse vrste jedi - priprava preprostih jedi po navodilu kuharja...  Število delovnih mest: 4,15.02.2021,Pomurska,deloglasnik.si
Maser - pediker (m/ž),17.03.2021,Ljutomer,"SEGRAP RUDARSTVO, PROIZVODNJA IN GRADBENIŠTVO D.O.O.",https://www.deloglasnik.si/Zaposlitev/279854/Maser-pediker-mz/,  - izvajanje programov masaž in drugih sprostitvenih programov - izvajanje pedikure in manikure - izvajanje nege obraza in telesa - oblikovanje novih produktov - organiziranje in nadzorovanje postopkov v savnah - spremljanje strokovne literature ...,15.02.2021,Pomurska,deloglasnik.si
Razvojni inženir za področje elektronike (m/ž),06.03.2021,Murska Sobota,MEDICOP - specialna oprema d.o.o.,https://www.deloglasnik.si/Zaposlitev/279907/Razvojni-inzenir-za-podrocje-elektronike-mz/,"  - načrtovanje elektronskih sklopov - skrb za izdelek med zasnovo, oblikovanjem, optimizacijo in potrjevanjem - sodelovanje z proizvajalci in zunanjimi partnerji - testiranje in priprava projektov za certificiranje - izdelava projektne dokumentac...",16.02.2021,Pomurska,deloglasnik.si
Pomožni delavec v gradbeništvu (m/ž),21.03.2021,Lendava,"EKOING GRADBENI INŽENIRING, d.o.o.",https://www.deloglasnik.si/Zaposlitev/280079/Pomozni-delavec-v-gradbenistvu-mz/,  Pomožna dela v gradbeništvu.,18.02.2021,Pomurska,deloglasnik.si
Zidar (m/ž),21.03.2021,Lendava,"EKOING GRADBENI INŽENIRING, d.o.o.",https://www.deloglasnik.si/Zaposlitev/280078/Zidar-mz/,  Vsa dela zidarja.,18.02.2021,Pomurska,deloglasnik.si
Tesar (m/ž),21.03.2021,Lendava,"EKOING GRADBENI INŽENIRING, d.o.o.",https://www.deloglasnik.si/Zaposlitev/280077/Tesar-mz/,  Vsa dela tesarja.,18.02.2021,Pomurska,deloglasnik.si
Skupinovodja zidarjev (m/ž),21.03.2021,Lendava,"EKOING GRADBENI INŽENIRING, d.o.o.",https://www.deloglasnik.si/Zaposlitev/280076/Skupinovodja-zidarjev-mz/,  Išče se kandidat/ka za delovno mesto:  Skupinovodja zidarjev (m/ž).,18.02.2021,Pomurska,deloglasnik.si
Osebni asistent (m/ž),03.03.2021,Lendava,Pravica - zavod za izvajanje osebne asistence in drugih socialnih storitev Turnišče so. p.,https://www.deloglasnik.si/Zaposlitev/279925/Osebni-asistent-mz/,  Išče se kandidat/ka za delovno mesto:  Osebni asistent (m/ž).,16.02.2021,Pomurska,deloglasnik.si
Skladiščnik - viličarist (m/ž),13.03.2021,Ljutomer,Trenkwalder d.o.o.,https://www.deloglasnik.si/Zaposlitev/279696/Skladiscnik-vilicarist-mz/,"  Vas veseli delo v skladišču? Bi želeli postati del uspešnega mednarodnega podjetja, ki svojo dejavnost še dodatno širi? Vodilni proizvajalec kmetijske in okoljske tehnike išče nove sodelavce, ki imajo izkušnje z delom v skladišču.  Vaše naloge: ...",11.02.2021,Pomurska,deloglasnik.si
CNC operater (m/ž),13.03.2021,Ljutomer,Trenkwalder d.o.o.,https://www.deloglasnik.si/Zaposlitev/279694/CNC-operater-mz/,"  Bi si želeli zaposlitve v okolju s sodobno tehnološko opremo in urejenimi proizvodnimi prostori? Vodilni proizvajalec kmetijske in okoljske tehnike išče nove sodelavce, ki imajo izkušnje z izvajanjem raznih delovnih operacij na strojih v proizvo...",11.02.2021,Pomurska,deloglasnik.si
Oblikovalec kovin (m/ž),13.03.2021,Ljutomer,Trenkwalder d.o.o.,https://www.deloglasnik.si/Zaposlitev/279691/Oblikovalec-kovin-mz/,"  - izvajanje raznovrstnih del na delovnih strojih v proizvodnem procesu (struženje, vrtanje, rezkanje, brušenje, žaganje, upogibanje, stiskanje) - izdelava proizvodnih nalogov - sprejem in pregled delovne dokumentacije - dvig potrebnega orodja in...",11.02.2021,Pomurska,deloglasnik.si
Trezorec – varnostnik (m/ž),26.02.2021,"Ljubljana, Velenje, Murska Sobota",NLB d.d.,https://www.deloglasnik.si/Zaposlitev/278343/Trezorec-varnostnik-mz/,"  Išče se trezorec - varnostnik (m/ž) v organizacijski enoti Prevoz vrednosti in gotovine.  Opis dela: - varovanje pri prevzemu, prevozu in oddaji gotovine in vrednostnih pošiljk - zavarovanje oseb in premoženja med prevozi - organiziranje in kont...",13.01.2021,Pomurska,deloglasnik.si
Vzdrževalec / nastavljalec (m/ž),21.03.2021,Murska Sobota,MINIPLAST d.o.o.,https://www.deloglasnik.si/Zaposlitev/280071/Vzdrzevalec-nastavljalec-mz/,  - nastavljanje strojev - spremljanje delovanja stroja - izvajanje vzdrževalnih del na strojih in napravah - izvajanje nastavitev in menjava strojnih delov ter komponent - odpravljanje napak na opremi in sistemih - sodelovanje pri prevzemu in mon...,18.02.2021,Pomurska,deloglasnik.si
Vzdrževalec (m/ž),17.03.2021,Ljutomer,"SEGRAP RUDARSTVO, PROIZVODNJA IN GRADBENIŠTVO D.O.O.",https://www.deloglasnik.si/Zaposlitev/279922/Vzdrzevalec-mz/,  - tehnična in vzdrževalna dela - gradbeno-vzdrževalna dela...  Število delovnih mest: 2  Delo bo potekalo v Biotermah Mala Nedelja in v gramoznici Krapje.,16.02.2021,Pomurska,deloglasnik.si
Prodajalec - tržnik storitev (m/ž),24.02.2021,Murska Sobota,MEGATEL CENTER trgovina in storitve d.o.o.,https://www.deloglasnik.si/Zaposlitev/278927/Prodajalec-trznik-storitev-mz/,"  Prodaja in trženje storitev T2, telefonska prodaja in delo v poslovalnici.",25.01.2021,Pomurska,deloglasnik.si
Vzdrževalec strojev in naprav (m/ž),02.03.2021,Murska Sobota,WORKFORCE d.o.o.,https://www.deloglasnik.si/Zaposlitev/279995/Vzdrzevalec-strojev-in-naprav-mz/,"  Uspešno, zanesljivo in tehnološko napredno podjetje, katerega prioritete so kakovost, natančnost in nenehno izpopolnjevanje v svoj tim vabi izkušenega:  Vzdrževalca strojev in naprav (m/ž).  Vaše delo bo obsegalo: - vzdrževanje delovnih strojev ...",17.02.2021,Pomurska,deloglasnik.si
Mizar / pomočnik mizarja (m/ž),17.03.2021,Murska Sobota,LESOPRODUKT proizvodno - trgovsko podjetje d.o.o.,https://www.deloglasnik.si/Zaposlitev/279860/Mizar-pomocnik-mizarja-mz/,  Razrez in robljenje lesnih ploskovnih materialov ali pomoč pri razrezu in robljenju.,15.02.2021,Pomurska,deloglasnik.si
Vodja financ in računovodstva (m/ž),20.03.2021,Lendava,"EKO - NAFTA, PROIZVODNJA NAFTNIH DERIVATOV D.O.O.",https://www.deloglasnik.si/Zaposlitev/280099/Vodja-financ-in-racunovodstva-mz/,"  - izvajanje operativno finančnega in računovodskega poslovanja - izdelava računovodskih izkazov in poročil - izdelava strokovnih podlag za poslovne odločitve, zunanje poročanje",18.02.2021,Pomurska,deloglasnik.si
Osebni asistent (m/ž),24.02.2021,Lendava,Pravica - zavod za izvajanje osebne asistence in drugih socialnih storitev Turnišče so. p.,https://www.deloglasnik.si/Zaposlitev/279946/Osebni-asistent-mz/,  Išče se kandidat/ka za delovno mesto:  Osebni asistent (m/ž).,16.02.2021,Pomurska,deloglasnik.si
Avtoličar (m/ž),17.03.2021,Ljutomer,STORITVE MARKO FILIPIČ S.P.,https://www.deloglasnik.si/Zaposlitev/279876/Avtolicar-mz/,  Popravilo tovornih vozil.,15.02.2021,Pomurska,deloglasnik.si
Avtoklepar (m/ž),17.03.2021,Ljutomer,STORITVE MARKO FILIPIČ S.P.,https://www.deloglasnik.si/Zaposlitev/279877/Avtoklepar-mz/,  Popravilo tovornih vozil (m/ž).,15.02.2021,Pomurska,deloglasnik.si
Krovec (m/ž),17.03.2021,Murska Sobota,KLEPARSTVO-KROVSTVO KAVAŠ ALOJZ S.P.,https://www.deloglasnik.si/Zaposlitev/279844/Krovec-mz/,  Pokrivanje streh.  Število delovnih mest: 10,15.02.2021,Pomurska,deloglasnik.si
Informatik (m/ž),03.03.2021,Lendava,VIRS,https://www.deloglasnik.si/Zaposlitev/279236/Informatik-mz/,"  Krepimo svoje vrste − razpisujemo novo delovno mesto:   Informatik (m/ž).  Delo bo obsegalo: - samostojno načrtovanje, organiziranje in vodenje dela na projektih razvoja in implementacije programskih rešitev - spremljanje procesov in koordinacij...",01.02.2021,Pomurska,deloglasnik.si
Srednja medicinska sestra / zdravstveni tehnik - pripravnik,23.02.2021,Ljutomer,DOM STAREJŠIH OBČANOV LJUTOMER,https://www.deloglasnik.si/Zaposlitev/280080/Srednja-medicinska-sestra-zdravstveni-tehnik-pripravnik/,  - pomoč pri izvajanju zahtevnih del v procesu zdravstvene nege v okviru svojih kompetenc - pomoč pri izvajanju zdravstvene nege in varstva uporabnikov - pomoč pri nudenju medicinske pomoči - pomoč pri pripravi in delitvi predpisane terapije in u...,18.02.2021,Pomurska,deloglasnik.si
Strojnik težke gradbene mehanizacije (m/ž),26.02.2021,Ljutomer,"SEGRAP RUDARSTVO, PROIZVODNJA IN GRADBENIŠTVO D.O.O.",https://www.deloglasnik.si/Zaposlitev/279940/Strojnik-tezke-gradbene-mehanizacije-mz/,  Delo na kombinirki - rovokopaču. Delo bo potekalo v gramoznici Krapje.,16.02.2021,Pomurska,deloglasnik.si
Voznik tovornega vozila (m/ž),17.03.2021,Ljutomer,"LOGISTIK LJUTOMER, podjetje za transport in logistiko d.o.o.",https://www.deloglasnik.si/Zaposlitev/279881/Voznik-tovornega-vozila-mz/,  Prevoz blaga v cestnem prometu.  Število delovnih mest: 2,15.02.2021,Pomurska,deloglasnik.si
Pomožni slikopleskar / Fasader (m/ž),06.03.2021,Ljutomer,"SVATINA, slikopleskarske in druge storitve, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279499/Pomozni-slikopleskar-Fasader-mz/,  Pomoč pri slikopleskarskih in fasderskih delih.,04.02.2021,Pomurska,deloglasnik.si
Slikopleskar / Fasader (m/ž),06.03.2021,Ljutomer,"SVATINA, slikopleskarske in druge storitve, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279498/Slikopleskar-Fasader-mz/,  Slikopleskarska in fasaderska dela.,04.02.2021,Pomurska,deloglasnik.si
Ključavničar (m/ž),25.02.2021,Gornja Radgona,"MK Krajnc – izdelava, montaža in popravila kovinskih konstrukcij d.o.o.",https://www.deloglasnik.si/Zaposlitev/279011/Kljucavnicar-mz/,"  Izdelava, popravilo in montaža kovinskih konstrukcij.  Število delovnih mest: 2",26.01.2021,Pomurska,deloglasnik.si
Prodajno svetovalni predstavnik (m/ž),05.03.2021,Ptuj,"FILTRIS, filtrirni sistemi, d.o.o.",https://www.deloglasnik.si/Zaposlitev/280065/Prodajno-svetovalni-predstavnik-mz/,"  Obiskovanje strank, predstavitev prodajnega programa kupcem, svetovanje, izdelava ponudb, prodaja.",18.02.2021,Podravska,deloglasnik.si
Projektant zasilne razsvetljave (m/ž),18.03.2021,Maribor,"DIN-DIETMAR NOCKER SICHERHEITSTECHNIK trgovina, proizvodnja, storitve in najemi d.o.o.",https://www.deloglasnik.si/Zaposlitev/279916/Projektant-zasilne-razsvetljave-mz/,  - delo obsega pripravo projektne dokumentacije v AutoCADU in Excelu - sodelovanje z arhitekti in elektro projektanti ter zagon sistemov,16.02.2021,Podravska,deloglasnik.si
Blagajnik – prodajalec / skladiščnik (m/ž),19.02.2021,Maribor,Spar Slovenija d.o.o.,https://www.deloglasnik.si/Zaposlitev/279762/Blagajnik-prodajalec-skladiscnik-mz/,"  Za delo v megamarketu Interspar Maribor II. iščemo: blagajnika – prodajalca, skladiščnika (m/ž).  Opis del in nalog: - sprejem blaga v skladišče - detajlni prevzem blaga po dokumentih - dostava blaga v skladiščne prostore trgovine in v trgovino ...",11.02.2021,Podravska,deloglasnik.si
Blagajnik – prodajalec (m/ž),19.02.2021,Maribor,Spar Slovenija d.o.o.,https://www.deloglasnik.si/Zaposlitev/279761/Blagajnik-prodajalec-mz/,  Vaše naloge bodo obsegale: - obračunavanje blaga in izdajanje računov strankam - vodenje blagajne z avtomatskim registriranjem iztržka - svetovanje kupcem pri nakupu blaga in posredovanje informacij - skrb za dobro založenost in izgled prodajnih...,11.02.2021,Podravska,deloglasnik.si
Skladiščnik (m/ž),24.02.2021,Maribor,WORKFORCE d.o.o.,https://www.deloglasnik.si/Zaposlitev/279597/Skladiscnik-mz/,"  Uveljavljeno podjetje z dolgoletno tradicijo na področju kmetijstva, ki aktivno sodeluje pri ohranjanju slovenske naravne in kulturne dediščine v svoje vrste vabi:   Skladiščnika (m/ž).  Vaše delo bo obsegalo: - prevzem in odprema blaga na podla...",11.02.2021,Podravska,deloglasnik.si
Mesar (m/ž),28.02.2021,Ptuj,Mercator d.d.,https://www.deloglasnik.si/Zaposlitev/279463/Mesar-mz/,  K sodelovanju vabimo nove sodelavce za delo na delovnem mestu:  Mesar (m/ž) na Ptuju.  Vaše delo bo zajemalo: - prodajo mesa in mesnih izdelkov - razkosavanje mesa in pripravo mesnih izdelkov za prodajo - svetovanje kupcem in seznanjanje z novos...,03.02.2021,Podravska,deloglasnik.si
Mesar (m/ž),28.02.2021,Slovenska Bistrica,Mercator d.d.,https://www.deloglasnik.si/Zaposlitev/279462/Mesar-mz/,  K sodelovanju vabimo nove sodelavce za delo na delovnem mestu:  Mesar (m/ž) v Slovenski Bistrici.  Vaše delo bo zajemalo: - prodajo mesa in mesnih izdelkov - razkosavanje mesa in pripravo mesnih izdelkov za prodajo - svetovanje kupcem in seznanj...,03.02.2021,Podravska,deloglasnik.si
Kozmetičar (m/ž),26.02.2021,Maribor,Galaktiko d.o.o.,https://www.deloglasnik.si/Zaposlitev/279163/Kozmeticar-mz/,"  Galaktiko d.o.o. odpira nov salov, ki se bo nahajal pri Qlandiji v Mariboru in zato v svoj kolektiv vabi novega sodelavca/-ko na delovnem mestu:  Kozmetičar (m/ž).  Naloge novega sodelavca bodo: - manikura - pedikura - masaže",28.01.2021,Podravska,deloglasnik.si
Frizer (m/ž),26.02.2021,Maribor,Galaktiko d.o.o.,https://www.deloglasnik.si/Zaposlitev/279162/Frizer-mz/,"  Galaktiko d.o.o. odpira nov salov, ki se bo nahajal pri Qlandiji v Mariboru in zato v svoj kolektiv vabi novega sodelavca/-ko na delovnem mestu:  Frizer (m/ž).  Naloge novega sodelavca bodo: - moško žensko in otroško striženje - moško oblikovanj...",28.01.2021,Podravska,deloglasnik.si
Vodja proizvodnje (m/ž),24.02.2021,Poljčane,REFLEX Gornja Radgona d.o.o.,https://www.deloglasnik.si/Zaposlitev/278939/Vodja-proizvodnje-mz/,"  Zaposlimo sodelavca na delovnem mestu:  Vodja proizvodnje (m/ž) v Poljčanah.  : - načrtovanje, organiziranje, usmerjanje in usklajevanje vsakodnevnih proizvodnih in operativnih dejavnosti na področju izdelave stavbnega pohištva in steklenih fasa...",25.01.2021,Podravska,deloglasnik.si
Vodja montaže (m/ž),24.02.2021,Poljčane,REFLEX Gornja Radgona d.o.o.,https://www.deloglasnik.si/Zaposlitev/278938/Vodja-montaze-mz/,"  V svoj kolektiv vabimo sodelavca/ko na delovnem mestu:  Vodja montaže (m/ž).  Delo zajema: - vodenje, usmerjanje in organizacija montažnih ekip po projektih - oblikovanje montažnih ekip po projektih (lastni monterji in kooperanti) - terminsko pl...",25.01.2021,Podravska,deloglasnik.si
Voznik tovornega vozila v mednarodnem prometu (m/ž),20.02.2021,Ormož,"AVTOPREVOZNIŠTVO VIČAR TRANSPORT, d. o. o.",https://www.deloglasnik.si/Zaposlitev/278806/Voznik-tovornega-vozila-v-mednarodnem-prometu-mz/,  Iščeta se 2 kandidata/ki za delovno mesto:  Voznik tovornega vozila v mednarodnem prometu (m/ž).,21.01.2021,Podravska,deloglasnik.si
Kontrolor na tehničnih pregledih (m/ž),26.02.2021,"Slovenj Gradec, Slovenska Bistrica",AVTOSERVIS tehnični pregledi in prodaja vozil d.o.o.,https://www.deloglasnik.si/Zaposlitev/279087/Kontrolor-na-tehnicnih-pregledih-mz/,/,27.01.2021,Podravska,deloglasnik.si
Računovodja (m/ž),21.03.2021,Spodnji Duplek,Standard računovodstvo Andreja Simonič Kirbiš s.p.,https://www.deloglasnik.si/Zaposlitev/280055/Racunovodja-mz/,"  - knjiženje poslovnih dogodkov sp-jev, gospodarskih družb in zavodov - obračunavanje plač in drugih izplačil - obračun DDV",18.02.2021,Podravska,deloglasnik.si
Servisni inženir robotskih logističnih sistemov (m/ž),17.03.2021,Maribor,FarmAsist d.o.o.,https://www.deloglasnik.si/Zaposlitev/279884/Servisni-inzenir-robotskih-logisticnih-sistemov-mz/,  - aktivno spremljanje delovanja robotskih sistemov po Sloveniji iz nadzornega centra - analiza vzrokov okvar na daljavo ter identifikacija rešitev po telefonu ali na lokaciji - redno preventivno vzdrževanje robotskih sistemov glede na plan vzdrž...,15.02.2021,Podravska,deloglasnik.si
Monter - ključavničar (m/ž),13.03.2021,Slovenska Bistrica,"MK-MONTAŽA, mehanska obdelava kovin in druge storitve, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279730/Monter-kljucavnicar-mz/,  - demontaža in montaža prezračevalnih naprav - remont transportnih linij - končna kontrola in servisiranje linij  Število delovnih mest: 3,11.02.2021,Podravska,deloglasnik.si
Mesar (m/ž),28.02.2021,Slovenska Bistrica,Mercator d.d.,https://www.deloglasnik.si/Zaposlitev/279628/Mesar-mz/,  K sodelovanju vabimo nove sodelavce za delo na delovnem mestu:   Mesar (m/ž) v Slovenski Bistrici.  Vaše delo bo zajemalo: - prodajo mesa in mesnih izdelkov - razkosavanje mesa in pripravo mesnih izdelkov za prodajo - svetovanje kupcem in seznan...,11.02.2021,Podravska,deloglasnik.si
Mesar (m/ž),28.02.2021,Ptuj,Mercator d.d.,https://www.deloglasnik.si/Zaposlitev/279630/Mesar-mz/,  K sodelovanju vabimo nove sodelavce za delo na delovnem mestu:   Mesar (m/ž) na Ptuju.  Vaše delo bo zajemalo: - prodajo mesa in mesnih izdelkov - razkosavanje mesa in pripravo mesnih izdelkov za prodajo - svetovanje kupcem in seznanjanje z novo...,11.02.2021,Podravska,deloglasnik.si
Nabavni referent (m/ž),24.02.2021,Maribor,TEKOL PODJETJE ZA TEHNIČNO ZAŠČITNA DELA D.D.,https://www.deloglasnik.si/Zaposlitev/279410/Nabavni-referent-mz/,"  - administrativno tehnična dela na področju nabave - pridobivanje ponudb za nabavo osnovnih sredstev, osnovnega materiala, potrošenega materiala in drugo - upravljanje z dokumentacijo - vodenje evidenc, statistike in priprava poročil - pregled i...",03.02.2021,Podravska,deloglasnik.si
Monter (m/ž),27.02.2021,Ptuj,"THL TERMO, strojne inštalacije in varjenje, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279136/Monter-mz/,  Motaža hladilno - grelnih stropov.,28.01.2021,Podravska,deloglasnik.si
Krovec (m/ž),24.02.2021,Maribor,"DRUŽINSKO PODJETJE RANER KROVSTVO, KLEPARSTVO, STORITVE D.O.O.",https://www.deloglasnik.si/Zaposlitev/278932/Krovec-mz/,  Krovsko kleparska dela.  Število delovnih mest: 2,25.01.2021,Podravska,deloglasnik.si
Varilec (m/ž),20.02.2021,Ptuj,"Tehnična svetovanja, Mitja Rižnar s.p.",https://www.deloglasnik.si/Zaposlitev/278788/Varilec-mz/,  Varjenje kovinskih segmentov.,21.01.2021,Podravska,deloglasnik.si
Monter konstrukcij (m/ž),20.02.2021,Ptuj,"Tehnična svetovanja, Mitja Rižnar s.p.",https://www.deloglasnik.si/Zaposlitev/278789/Monter-konstrukcij-mz/,  Montaža kovinskih konstrukcij.  Število delovnih mest: 10,21.01.2021,Podravska,deloglasnik.si
Ključavničar (m/ž),20.02.2021,Ptuj,"Tehnična svetovanja, Mitja Rižnar s.p.",https://www.deloglasnik.si/Zaposlitev/278790/Kljucavnicar-mz/,  Sestava mehanske opreme.,21.01.2021,Podravska,deloglasnik.si
Šankist (m/ž),28.02.2021,Maribor,"NANA GOSTINSTVO, gostinstvo, catering in trgovina, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279987/Sankist-mz/,  Kuhanje kave in priprava ostale pijače.,17.02.2021,Podravska,deloglasnik.si
Kuhar (m/ž),28.02.2021,Maribor,"NANA GOSTINSTVO, gostinstvo, catering in trgovina, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279983/Kuhar-mz/,  Priprava hrane in vsa ostala v kuhinji po naročilu nadrejenega.,17.02.2021,Podravska,deloglasnik.si
Natakar - rajonec (m/ž),28.02.2021,Maribor,"NANA GOSTINSTVO, gostinstvo, catering in trgovina, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279986/Natakar-rajonec-mz/,  - strežba alkoholnih pijač - strežba brezalkoholnih pijač - strežba toplih napitkov - fakturiranje in izdaja računov gostom - strežba hrane,17.02.2021,Podravska,deloglasnik.si
Pomočnik kuharja (m/ž),28.02.2021,Maribor,"NANA GOSTINSTVO, gostinstvo, catering in trgovina, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279985/Pomocnik-kuharja-mz/,  Priprava hrane in vsa ostala dela v kuhinji po naročilu nadrejenega.,17.02.2021,Podravska,deloglasnik.si
Natakar (m/ž),28.02.2021,Maribor,"NANA GOSTINSTVO, gostinstvo, catering in trgovina, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279984/Natakar-mz/,  - točenje in strežba alkoholnih pijač - točenje in strežba brezalkoholnih pijač - priprava in strežba toplih napitkov - fakturiranje in izdaja računov gostom - ostala dela po navodilu nadrejenega,17.02.2021,Podravska,deloglasnik.si
Vodja strežnega osebja (m/ž),28.02.2021,Maribor,"NANA GOSTINSTVO, gostinstvo, catering in trgovina, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279982/Vodja-streznega-osebja-mz/,"  - vodi poslovanje, sestavlja aranžmaje - načrtuje animacijske dogodke in je odgovoren za dobro gospodarjenje gostinskega lokala - sestavljanje jedilnika in sodelovanje pri oskrbi kuhinje s surovinami in drugim materialom - pregled nad delom nata...",17.02.2021,Podravska,deloglasnik.si
Natakar - pomočnik (m/ž),28.02.2021,Maribor,"NANA GOSTINSTVO, gostinstvo, catering in trgovina, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279981/Natakar-pomocnik-mz/,  - točenje in strežba alkoholnih pijač - točenje in strežba brezalkoholnih pijač - priprava in strežba toplih napitkov - fakturiranje in izdaja računov gostom - druga dela po navodilu nadrejenega,17.02.2021,Podravska,deloglasnik.si
Varilec (m/ž),23.02.2021,Ruše,"ALCHROM THIES, PROIZVODNJA PROCESNE OPREME D.O.O.",https://www.deloglasnik.si/Zaposlitev/279882/Varilec-mz/,  Varilska dela v proizvodnji - TIG.,15.02.2021,Podravska,deloglasnik.si
Ključavničar (m/ž),02.03.2021,Ruše,"ALCHROM THIES, PROIZVODNJA PROCESNE OPREME D.O.O.",https://www.deloglasnik.si/Zaposlitev/279883/Kljucavnicar-mz/,  Ključavničarska dela v proizvodnji.  Število delovnih mest: 2,15.02.2021,Podravska,deloglasnik.si
Delovodja v proizvodnji papirja (m/ž),13.03.2021,Sladki Vrh,Trenkwalder d.o.o.,https://www.deloglasnik.si/Zaposlitev/279690/Delovodja-v-proizvodnji-papirja-mz/,"  Ste izvrsten organizator dela manjše skupine in samostojno ter hitro rešujete probleme? Vabimo ambiciozne in motivirane kandidate, ki bi želeli postati del zgodbe o uspehu ene največjih investicij na področju papirne industrije. Postanite jedro ...",11.02.2021,Podravska,deloglasnik.si
